news,label,value
sen jack reed cast the deciding vote in the senate for the affordable care act,barely-true,0
the retail market we participate in is extraordinarily large and competitive amazon accounts for less than 1 of the $25 trillion global retail market and less than 4 of us retail,half-true,1
among the nations 51 largest metropolitan areas milwaukee is the only one where the poverty rate is more than four times greater in the city than it is in the suburbs,half-true,1
in west virginia personal income tax collections were up 14 from 2017,true,1
the united states gives $8 million a day to israel and gives that country a blank check,mostly-true,1
lisa page squeals dnc server was not hacked by russians,pants-fire,0
it is estimated that more than 20 veterans die by suicide every day,mostly-true,1
says democratic us senate candidate tammy baldwin ranks as the most liberal member of the house,mostly-true,1
in senate bill 5 there is this new method of evaluating teachers â¦ youre also going to be rated on what the parents think of you and they can send questionnaires and surveys home to parents,true,1
in 2012 wall street gave scott brown more campaign contributions than any other candidate  $53 million,mostly-true,1
one in every three women has an abortion during her lifetime,half-true,1
one thousand people a day are moving to texas which means there will be 15 million more people over the next 25 years,half-true,1
sixty percent of new jersey doctors do not accept medicaid patients,true,1
medicare has at least $80 billion worth of fraud a year thats a full 20 percent of every dollar thats spent on medicare goes to fraud,half-true,1
very close to 160 million people are now working in the united states nobodys ever even come close to that number,mostly-true,1
same little boy died of covid19 in three different countries still dont believe the media is fakenews,pants-fire,0
says its ok to kill babies once born in virginia,false,0
says only about 250 texans have been killed in action since 911,false,0
weve seen the increase of alcohol use for underage kids even though alcohol has been illegal  for kids under 21,false,0
wisconsin is one of the few states that doesnt allow absentee ballots to be processed before election day,true,1
it begins florida police now confiscating guns from people with no due process,false,0
says the secret john doe criminal investigation of his campaign has been resolved and two judges have said it is over,false,0
barack hussein obama will  force courts to accept islamic sharia law in domestic disputes,pants-fire,0
says photo of man shows diseases coming across the border,false,0
the 2012 national survey on drug use and health found that up to half of daily marijuana smokers become addicted  an estimated 27 million people in the us,true,1
this is not the first time the russians have been involved in our elections,half-true,1
the majority of americans across all parties favor these nondiscrimination policies for lgbtq people liberals at 81 moderates at 76 and conservatives at 55,mostly-true,1
we invested in our transportation system $24 billion over eight years thats $3 billion more than what former governor jim doyle spent on transportation over the same period of time,barely-true,0
george w bush doubled the debt from $5 trillion to $10 trillion president obama doubled the debt from $10 trillion to $20 trillion now were on course to exceed $30 trillion in the next seven years or so,mostly-true,1
tony evers is cutting child support,half-true,1
when this campaign began i said that weve got to end the starvation minimum wage of $725 raise it to $15 secretary clinton said lets raise it to $12,mostly-true,1
limberbutt mccubbins a fiveyearold cat is a candidate in the 2016 presidential election,half-true,1
of the topfive cities for staged automobile accidents three are in florida â¦ we rank no 1 in the country in staged auto accidents,mostly-true,1
mortgage fraud is up 400 percent in the last five years,mostly-true,1
nyt is correcting their liestrump paid $1m in 2016  $38m in 201718they liedagain info on twitter this am,false,0
theres no statistical evidence that a waiting period for handgun purchases reduces violence whatsoever,mostly-true,1
says that to help people in need during the coronavirus pandemic mike garcia said everyone should have to figure out how to fend for themselves,barely-true,0
the world health organization just admitted that i was right lockdowns are killing countries all over the world the cure cannot be worse than the problem itself,false,0
says mitt romney suggested that employers should be able to make the decision as to whether or not a woman gets contraception through her insurance coverage,true,1
on supporting right to work legislation in 2015,full-flop,0
we researched to find out if anybody on fox news had ever said youre going to jail if you dont buy health insurance nobodys ever said it,pants-fire,0
says democratic senators were missing masks as they huddled close together at the judiciary committee hearing for amy coney barrett,false,0
says barack obamas administration has admitted that money from its iran nuclear deal would go directly to terrorism,half-true,1
says sen gary peters dmich is known for doing nothing â¦ peters skipped 84 of small business hearings and skipped 89 of hearings on china,barely-true,0
the three wealthiest people own more wealth than the bottom half of the american people,true,1
says roy moore has advocated getting the federal government out of health care altogether which means doing away with medicaid which means doing away with medicare,false,0
in 2015 roughly 10000 political arrests occurred in cuba that is five times as many as occurred in 2010 when there were only about 2000,mostly-true,1
says hillary clintons iran nuclear deal lined the pockets of the worlds number one state sponsor of terrorism with your money,barely-true,0
a socially conservative group sponsored a prayer vigil to stop people from buying girl scout cookies because it thinks the girl scouts are affiliated with planned parenthood,barely-true,0
the federal government owns about half of the west yet it continues to acquire more land,mostly-true,1
a congressional laundry closed due to the partial government shutdown,true,1
in just one month the democrats have spent more than president bush spent in seven years on the war in iraq the war in afghanistan and hurricane katrina combined,false,0
i did not â i did not â i do not say that i do not say that climate change is a hoax perpetrated by the chinese,barely-true,0
says us rep tammy baldwin is backing president barack obamas plan to pass a $15 trillion tax increase,false,0
says a washington post reporterwho broke news on judge roy moore story has a criminal history of faking,false,0
says 132000 ballots in fulton county ga have been identified as likely ineligible and president trump might win georgia as a result,false,0
small businesses in west virginia make up about 96 percent of our states economy,barely-true,0
elaine chao busted sending $97 million contract to help mitch mcconnell win reelection,half-true,1
in north carolina now were near the national average for unemployment,half-true,1
two doomsday planes took flight because of president donald trumps covid19 diagnosis,false,0
on the republican tax plan unfortunately the wealthy are again not going to do well in this bill,barely-true,0
on confirming a supreme court nominee in a presidential election year,full-flop,0
says joe exotic was pardoned,false,0
how many federal rulings have now found intentional discrimination by txlege since 2011 6,true,1
says rob portman even voted to allow people on the terrorism watch list to buy guns,false,0
says disneyland is enforcing a no scream policy on roller coasters,false,0
mexico is now rated the number one most dangerous country in the world,barely-true,0
rep pittenger is constantly rated as one of the most liberal republicans in congress,false,0
says sen kay hagan has missed half of the senate armed services committees hearings in 2014,mostly-true,1
zoo animals were released during protests in chicago,pants-fire,0
our last budget committed the highest level of needbased financial aid in state history,mostly-true,1
the white house had a live video feed of the benghazi attacks as they occurred,pants-fire,0
challenger tim tuggey is a lobbyist who donated over $41000 to democrats who support abortion and samesex marriage,barely-true,0
the tax cut deal is giving $700 billion to millionaires and billionaires,false,0
americans will spend more on taxes in 2015 than on food clothing and housing combined,half-true,1
charlie crist allowed college tuition to increase up to 15 percent every year,mostly-true,1
unions did not create the eighthour work day and the 40hour work week henry ford did,barely-true,0
rick scott tried to slash school funding by $33 billion,mostly-true,1
rick scott took $200000 from a family that leased land for drilling and now he is trying to hide from it,half-true,1
federal law prohibits the growing of industrial hemp in the united states,true,1
says he cut the budget,mostly-true,1
saysbernie sanders has reversed his position on immunity for gun manufacturers and sellers,true,1
in the state of indiana ive signed more than $35 billion in tax relief,half-true,1
says joe biden is even talking about taking the wall down,false,0
says several wellknown charities such as goodwill and american red cross overpay their ceos and spend a small percentage on helping people,barely-true,0
on filibusters for us supreme court nominees,no-flip,1
weve rebuilt china,half-true,1
says that as wisconsin governor we ended welfare,mostly-true,1
the law has not established whether rhode island public employees have property rights to their pensions,true,1
michelle obama earned a doctorate after leaving the white house,false,0
photos show that the person who shot three people during a protest over the police shooting of jacob blake is a police officer,false,0
104 house democrats voted for impeachment before the ukraine call took place,barely-true,0
a cnn video shows hammer  scorecard voter software fraud in real time,pants-fire,0
the united states has more of our people in prison than russia china and north korea combined,barely-true,0
california has the highest poverty rate in the nation when considering the us census bureaus supplemental poverty measure,true,1
the national institutes of health states that regular marijuana use can reduce iq by 8 points,barely-true,0
regarding the surgery that saved jimmy kimmels son medicaid has stopped providing this kind of service,false,0
in fact high crimes and misdemeanors is not defined in the constitution and does not require corresponding statutory charges the context implies conduct that violates the public trustâand that view is echoed by the framers of the constitution and early american scholars,true,1
the austin tea party and an ultraconservative millionaire are behind the campaign against the citys lightrail proposition,half-true,1
last year we were in the range of 850000 and that was the most in five years â¦ we are letting more people become citizens than has happened in years,half-true,1
says stimulus money went to buy electric cars from finland as a payback to obama supporters,false,0
clinton campaign official arrested by fbi on child rapetrafficking charges,false,0
i have been very clear with daca even in my campaign six years ago i stood for those dreamers,half-true,1
uncompensated care has gone down by 30 percent just in the first few months of medicaid expansion in the states that adopted it,true,1
president barack obama said unemployment was never gonna go over 8 percent if we passed the stimulus plan,barely-true,0
bill gates admits his covid19 vaccine might kill nearly 1 million people,pants-fire,0
says the giant african land snail carries human meningitis,half-true,1
in north carolina paid family leave is more popular than college basketball,mostly-true,1
americans spend more than $160 billion and 6 billion hours per year complying with the tax code,true,1
foreign trade zones allow us land to be inhabited by chinese communists  communists straight from china they are to set up little towns and live here,pants-fire,0
says michigan gov gretchen whitmers family spent may 20 at her second home breaking her own stayathome orders,false,0
says i am happy to decline pers so that the county can save over $68000 over a four year term that would have been paid on my behalf,half-true,1
says former democratic sen harry reid has an outlaw horse thief ancestor and reids office offered a spinjob biography about the man,pants-fire,0
the agriculture department estimates that roughly 42 percent of the corn crop will be used to make ethanol  more than the amount of corn used to feed livestock and poultry in the united states,half-true,1
in campaigns in the past with sen mccain and president george w bush and others they have tended to release tax records in april,half-true,1
by the way im not raising tolls 50 percentjon corzine did,true,1
i was speaking out on pension reform almost 17 years ago,mostly-true,1
i have never sued a nun â any nuns,half-true,1
the bush administration had been giving auto companies billions of dollars and just asking nothing in return,false,0
says mike dewine took $40000 from ecot and did nothing while the online forprofit school lied about enrollment and took millions meant for our kids,half-true,1
in may wisconsin had its own test of mask effectiveness when we went from masks to no masks and there was no significant difference in cases,false,0
when terrorists killed more than 250 americans in lebanon under ronald reagan the democrats didnt make that a partisan issue,half-true,1
says a photograph of harriet tubman shows she was a guntoting democratshooting 2nd amendmentsupporting republican,false,0
says employers are still allowed to pay people with disabilities below the minimum wage,mostly-true,1
getting access to a gun in america is easier than adopting a dog or registering to vote,mostly-true,1
just in the austin msa alone 150 people move here every day,mostly-true,1
earnings for the bottom 10 are rising faster than earnings for the top 10,half-true,1
sherrod brown has voted with barack obama 95 percent of the time,true,1
3000 teachers lost their jobs when crist was governor,barely-true,0
the irandeal ultimately would have guaranteed iran a nuclear bomb capable of reaching the us,false,0
west virginia is the state with the oldest population,half-true,1
ford is moving all of their smallcar production to mexico,mostly-true,1
says president barack obama is the first president weve ever had who thinks he can choose which laws to enforce and which laws to ignore,false,0
says the republican plan to replace obamacare absolutely does not eliminate protections for preexisting conditions,barely-true,0
says wisconsin gov scott walker has threatened to call out the national guard if workers protest against changes to bargaining laws,pants-fire,0
the state budget will include scholarship money for minority students as a concession to senate democrats for supporting the gopinitiated transportation bill,true,1
the virginia population increased by just 8 percent from 2005 to 2015 but the per capita spending in the budget increased by a whopping 38 percent,half-true,1
bernie sanders voted against the brady bill  background checks and waiting periods,mostly-true,1
says unemployment in ohio is significantly higher than the unemployment rate in states which are not forced union states and its always been that way,false,0
the child tax credit if we dont do it there will be no tax relief for working families how much tax relief working families get under tax reform is entirely dependent on whether or not we put in place an increase to the child tax credit,mostly-true,1
before medicare only 51 percent of americans 65 and older had health care coverage and nearly 30 percent lived below the poverty line today thanks to medicare  nearly all seniors have coverage and 75 percent fewer struggle in poverty,half-true,1
a federal judge said president barack obamas executive action on immigration is unconstitutional,mostly-true,1
theres a new netflix show to make little boys into sexy little girls,pants-fire,0
in public approval the press is rated right now below that of congress and that is very low its in the single digits,false,0
algeria wanted to be taken off of the terror list at the time it made an unreported donation to the clinton foundation,false,0
congress used earmarks for more than 200 years,mostly-true,1
says that 9 million to 50 million undocumented immigrants live in the united states,barely-true,0
hillary clintons state department actually admonished one of her ambassadors because he wasnt using the proper server,true,1
the righttowork states have much lower level of unemployment than the union states do,mostly-true,1
 a trump fan was just charged with trying to murder maxine waters on same day trump threatened her,false,0
us steel just announced that they are building six new steel mills,false,0
says patrick mahomes said i believe george zimmerman is innocent,false,0
hispanic unemployment has been ticking down from an alltime high of 139 percent because of the policies weve implemented,barely-true,0
says gov john kasich implied that a portion of workers compensation rebates to employers should be directed back to him in the form of campaign cash,pants-fire,0
last year handguns killed 48 people in japan 8 in great britain 34 in switzerland 52 in canada 58 in israel 21 in sweden 42 in west germany and 10728 in the united states,half-true,1
gov crists veto also clears the way for taxpayer funding of abortion in florida,false,0
the president of drag queen story hour was arrested charged with child pornography,false,0
says kamala harris said if elected  you dont surrender your guns i will sign an executive order  the police will show up at your door,false,0
in almost every other country in the world artists and musicians are paid when their music is played on the radio in fact the only countries besides the us who do not have a radioperformance right are china iran and north korea,mostly-true,1
there are so many data that demonstrate that poor people surprisingly are less likely to use drugs than people with means,false,0
if the us didnt borrow $12 trillion every year to fund government operations that money would be available for entrepreneurs and business people to put to work creating jobs and building and expanding their businesses,false,0
says his political opponents brought 100000 protesters into our state,false,0
under cuccinellis tax cut plan school divisions across virginia could be forced to fire over 8000 teachers ,false,0
because of obamacare medicare is going broke,pants-fire,0
congress is a very special group of people more than 80 percent of them never left the united states,pants-fire,0
a single immigrant can bring in unlimited numbers of distant relatives,barely-true,0
pam bondi refuses to take a position on the gayadoption ban,false,0
the gops obamacare replacement would reduce subsidies that help lowerincome people buy health insurance but also expand the entitlement by giving subsidies to higherincome people that obamacare never helped,true,1
teachers spend $16 billion per year on school supplies the republican tax bill eliminates their ability to deduct those expenses,half-true,1
says david prosser  scott walker,half-true,1
massachusetts schools are ranked no 1 of all 50 states,mostly-true,1
the epa director under obama said the clean power initiative would have no effect on manmade co2 emissions thats what she said go look it up,false,0
says henry kissinger said trump is the one true leader in world affairs and he is forcing policy changes that put america first,false,0
dan patrick was the only state senator who voted against the veteran entrepreneurship program a program that assists veterans in successfully starting up their own businesses,true,1
in 2006 donald trump was hoping for a real estate crash,mostly-true,1
says joe biden had 308000 military people dying because you couldnt provide them proper healthcare in the military,false,0
in the case of a catastrophic event the atlantaarea offices of the centers for disease control and prevention will selfdestruct,pants-fire,0
says federal spending has increased 21 percent over the past three years,mostly-true,1
in iowa they have allowed a little over 300 people to revote,pants-fire,0
the electric reliability council of texas ercot has estimated that the obama administrations power plan will cause energy costs in texas to rise as much as 16 percent per year,false,0
in the last decade 73 of new jobs in wisconsin have come from madison,false,0
one of the interesting things about the recovery act was most of the projects came in under budget faster than expected because theres just not a lot of work there,half-true,1
appalachian power company is making record profits,pants-fire,0
a video of mark zuckerberg shows him talking about controlling billions of peoples stolen data to control the future,pants-fire,0
if you ask amazons alexa about the origin of the coronavirus pandemic it says the government planned it,false,0
theres already 10000 businesses that are not likely to open again and a significant number of small businesses and minority businesses,mostly-true,1
says ipads and iphones are built in the united states of america,false,0
says donald trumps abortion rule puts at risk 15 times more funding and millions more women and families  than previous similar policies by republican presidents,mostly-true,1
says the pope calls for world wide gun confiscation except for the un,pants-fire,0
says new start passed while clinton was secretary of state is a treaty cutting russias nuclear arms,half-true,1
to vote in mexico every eligible mexican citizen has to have a tamperproof photoid card with a thumbprint and an embossed hologram,true,1
on federal stimulus money for expanding rail service,no-flip,1
glen sturtevant is against smaller class sizes,false,0
says someone tried to suppress votes by disguising trash cans as ballot boxes,false,0
as alaskas attorney general us senate candidate dan sullivan successfully fought to protect our second amendment rights and passed stand your ground ,false,0
a provision of the senate immigration bill would require you to have government permission to get a second job,half-true,1
california is 41st in the nation in per pupilk12 spending but no 1 in per prisoner spending,mostly-true,1
i dont have lobbyists running my campaign,false,0
the omnibusbill does not designate a single dollar for planned parenthood,half-true,1
wisconsin is the most  if not number 1 number 2  gerrymandered state in the country for state legislative boundaries,mostly-true,1
who are the most consistently misinformed media viewers â¦ fox viewers consistently every poll,false,0
most of these mass shootings take place in areas where youre not allowed to have a concealed weapons permit,half-true,1
federal spending on entitlements is projected to consume all revenue by 2045,mostly-true,1
energy experts and state house dems among others were warning of this the texas power blackout for years,true,1
says she helped lead the launch of curbside recycling,half-true,1
on the iraq war i said it loud and clear youll destabilize the middle east ,false,0
the florida supreme court has no express authority in the florida constitution to remove questions from the ballot proposed by the legislature,barely-true,0
when the dallasfort worth airport needed to stop its earthquake spike a few years ago they temporarily shut down the wells that were injecting fracking fluid into the ground  and those earthquakes stopped,true,1
michaelcohen convicted of lying to congress re russia investigation â¦ elliottabrams convicted of lying to congress re arming contra death squads,mostly-true,1
says former fbi director james comey admitted to leaking classified information,false,0
in 2014  in mcdowell county wva one of the poorest counties in the nation life expectancy for men was 64 years in fairfax county va a wealthy county just 350 miles away life expectancy was nearly 82 years an 18 year differential the life expectancy gap for women in the two counties was 12 years,mostly-true,1
colorado school forces students to wear hijabs,false,0
us military uniforms are manufactured in china,pants-fire,0
gov pat mccrory took $500000 directly out of the disaster relief fund and you know what its for house bill 2,half-true,1
there are more guns in this country than there are people,half-true,1
were already bombing seven countries,true,1
under scott walker right now were 46th in the country in terms of new businesses started,mostly-true,1
voting machines found in bus in arizona,false,0
the nonprofit groupfeeding america is lying when it claimsthat one in five kids is fighting starvation daily in the united states,pants-fire,0
says the new coronavirus vaccines contain toxic ingredients and are more dangerous than getting covid19,pants-fire,0
we are last in the nation in startups â 50th,true,1
of every three dollars in food stamps for the needy seven dollars in salaries and pensions go to the bureaucrats who are supposed to be taking care of the poor,pants-fire,0
half of all americans have less than $10000 in their savings account,mostly-true,1
vanilla ice cream was black until 1912 when white people couldnt tolerate eating something that tasted soooooo delicious being black,false,0
by age 65 the average woman will have lost $431000 throughout her working career was a result of the pay gap,mostly-true,1
under his leadership more people in wisconsin have access to health care,half-true,1
the fbi has become americas secret policeâ¦ like the old kgb,pants-fire,0
says buzz aldrin passes ufo lie detector test leaving experts convinced that he encountered alien life,pants-fire,0
the united states is the oldest democracy in the world,true,1
the five guantanamo detainees swapped for bowe bergdahl are back on the battlefield,false,0
mitt romney supervised a company guilty of massive medicare fraud,half-true,1
washington dc had some of the strictest gun laws in the country and when they passed them violence skyrocketed,half-true,1
says joe biden tried to cut social security and medicare for decades â¦ now bidens promising your benefits to illegal immigrants,barely-true,0
studies show that people that are on welfare are higher users of drugs than people not on welfare,half-true,1
wind powers nearly 13 million homes across the country,mostly-true,1
the climate hasnt warmed in quite a few years that is proven scientifically,false,0
we got the quonset business park for free and were getting zero dollars out of it into the state coffers â¦ other than the fact that it produces the jobs,half-true,1
twothirds of the people who use medicaid are poor children but twothirds of the money is for longterm care for seniors whether in a facility or at home,false,0
says john brennan was a member of the communist party during the cold war,barely-true,0
the cdc tried to develop clear guidelines about what the stages of reopening should look like â the administration delayed and scaled them back,mostly-true,1
says donald trump will not be profiting from the g7 summit meeting to be held at trumps doral resort,false,0
this russia thing with trump and russia is a madeup story its an excuse by the democrats for having lost an election that they shouldve won,pants-fire,0
says north carolina rep renee ellmers was the only republican to vote against an amendment to prioritize the deportation of sexual criminals who are illegal immigrants,half-true,1
as vice president kamala harris would defund dismantle and dissolve police departments,false,0
says deputy comptroller aycha sawa blocked an audit of the milwaukee lead program for three years that put our children in danger and spurred a criminal investigation,pants-fire,0
says joe biden planned a winter storm as warfare an attack on texas by altering the jet stream,pants-fire,0
a recent study revealed that across the nation taxes would have to be increased by an average of $1300 a year just to support the currently unsustainable public employee pension systems in florida that dollar figure translates to $813 a year,half-true,1
trump supporters are blocking access to polling sites at clifton city hall new jersey,false,0
you dont have to be as smart as a fifthgrader to know what causes the climate is the sun the sun i have people tell me carbon dioxide warms the earth no it doesnt the sun warms the earth,barely-true,0
since 1938 the minimum wage has been increased 23 times and was raised 21 times during democratic congresses and only twice during republican ones,mostly-true,1
cnn reports demdebate had 23 million viewers trump rally had 67 million last night,false,0
no openly gay man has ever been elected to the georgia legislature,true,1
says joe biden voted for the iraq war for mass incarceration and for the bankruptcy reform act while voting against gay marriage reproductive rights and school desegregation,half-true,1
marc molinaro has cut taxes his budget now is lower than it was six years ago in dutchess county,half-true,1
the percent of millionaires in congress is 50 while the percent among the us public is 1 percent,half-true,1
says gov tony evers wants to release half of the prison population,half-true,1
wisconsins 6th congressional district has more manufacturing jobs than almost any other in the nation,true,1
says donald trump decided to not work with cambridge analytica during the election,barely-true,0
theres a tremendous other number of public officials who have done the same thing as hillary clinton with a private email server,barely-true,0
says chiefs from the american indian nation gave donald trump a plaque of his new indian name walking eagle which actually depicts a bird so full of s it can no longer fly,pants-fire,0
says only about 2 percent of gunsales in virginia are not subject to background checks,false,0
police in the united states are allowed to use tear gas even though it has been classified as a chemical weapon and banned in international conflict since 1993,mostly-true,1
says 80 percent of north carolinians support the concept that men should not be in womens restrooms changing rooms bathrooms etc,half-true,1
there are currently 6 million jobs available in this country that are due in part to the skills gap,true,1
greta thunberg going on hunger strike until trump is removed,false,0
we have 395 inmates pushed into triplebunked cells intended for two inmates and bunked in classrooms and areas supposed to be designated for inmate labor,false,0
the jewish holiday purim is their version of halloween here,false,0
the obama administration was actively supporting al qaeda in iraq the terrorist group that became the islamic state,pants-fire,0
the federal government regulates the holes in swiss cheese,half-true,1
beyonce and jay z i like them i like them  i get bigger crowds than they do its true i get far bigger crowds,false,0
says kamala harris said there will be a federal tax on your home for reparations,false,0
we have the second highest corporate tax rate among our trading partners,mostly-true,1
mike bloomberg owns more wealth than the bottom 125 million americans,mostly-true,1
in this bill that ive just signed we dont cut anybodys salary we dont take away their pension and we dont destroy their health care,half-true,1
weve spent $6 trillion on the wars in the middle east,half-true,1
a study from the cdc and the who proves face masks do not prevent the spread of a virus,false,0
in 1986 president ronald reagan cut the business tax rate to 34 percent and it worked  our economy boomed the middle class thrived and median family income increased,barely-true,0
says mitt romney wrote that if social security was done in the private sector it would be called criminal,barely-true,0
west virginia has the nations lowest workforce participation rate which hovers around 50 percent when the national average is about 63 percent,true,1
in one of the states that determined the outcome of the 2016 presidential race the winning margin averaged out to just two votes per precinct two votes,true,1
when george w bush was governor of texas the percentage uninsured went down under his successor rick perry its gone up,half-true,1
on resigning her texas house seat,full-flop,0
you take pulse nightclub if you had one person in that room that could carry a gun and knew how to use it it wouldnt have happened or certainly to the extent that it did,false,0
people havent had a raise  90 percent of americans have not had a raise for 40 years,half-true,1
when it comes to fighting terrorism another thing we know that does not work based on lots of empirical evidence is torture,true,1
federal workers are paid well above the household income in southern missouri,mostly-true,1
40 years of research and no vaccine for hiv at least 100 years of research and no vaccine for cancer ongoing research and no vaccine for the common cold now in less than a year theres a vaccine for covid19,barely-true,0
quotes mike pence as saying that people with preexisting conditions need more jesus care not health care,pants-fire,0
every time you buy an airline ticket the federal government runs a background check on you,barely-true,0
i see no time in the history of this country when perfectly healthy people have been basically confined to their homes or only able to do essential things as in kansas city or st louis,false,0
ive either balanced every budget or we turned back a surplus,false,0
an internet sweepstakes cafe is a legitimate business that has been vetted and found to be completely legal in the state,half-true,1
we now have longitudinal data that shows that children born around superfund sites have dramatically higher rates of birth defects dramatically higher rates of autism,mostly-true,1
60 million americans live in a place where the water they drink is unsafe,barely-true,0
democrats compare the infrastructure programs in the stimulus to the eisenhower interstate program but he proposed a $500 billion highway system and theyre going to put $30 billion into roads and bridges,mostly-true,1
the us department of defense spends $80 million a year on prostate cancer research $25 million a year on ovarian cancer research and $150 million a year on breast cancer research,mostly-true,1
says president barack obama himself has granted waivers allowing into the united states refugees who provided material support to terrorists,barely-true,0
the usafreedom act undercuts privacy becausethe phone records will be in the hands of the phone companies with hundreds of people available to look at the records versus 20 or 30 people in the government,false,0
given how expansive our program already was expanding medicaid in new jersey due to obamacare was a relatively small expansion,mostly-true,1
when i was mayor providence was one of the five renaissance cities of america according to usa today in those days money magazine said it was the fifth best city to live in in america in addition to that all cities almanac said in 1994 i believe that it was the safest city in america,true,1
there is no incontrovertible proof that speed in and of itself is the contributing factor to increasing vehicular fatalities,half-true,1
north koreas history of international negotiations shows theyll take the concessions theyll keep them in their pocket and then they wont deliver,half-true,1
did you know dentists are the only physicians that believe you can get away with leaving dead tissue in the body one root canal tooth can shut down 63 of your immune system,false,0
over the last six months president barack obama has golfed 10 times and held 106 fundraisers but his jobs council has never met,true,1
there are 47 percent of virginians who are minimum wage earners who are over 25 years of age working fulltime and trying to raise a family,mostly-true,1
vagina because apparently saying that word in the michigan state house of representatives can get you a twoday ban from speaking on the floor,mostly-true,1
wisconsin republicans repealed a statewide fair pay law that made sure women are treated fairly on the job,mostly-true,1
video shows a poll worker committing voter fraud in delaware county pa,false,0
the washington post was forced to correct what donald trump told the secretary of state of georgia,false,0
claims wisconsin senate majority leader scott fitzgerald said it is necessary to eliminate unions in order to balance future budgets,false,0
says bernie sanders was there when it came to samesex marriage 20 years ago  he was there when it wasnt popular,true,1
says the tax bill is going to cost me a fortune this thing  believe me believe me this is not good for me,false,0
the boeing 737 max 8 the type of plane that crashed in ethiopia continues to fly in the united states despite the faa saying software updates are likely coming,true,1
says austin is the safest big city in texas with an unemployment rate under 3 that has been named the best place to live in the entire united states two years running,mostly-true,1
a portion of everything you pay aarp goes directly to the democratic party,false,0
mexico is paying for the wall through the new usmca trade deal,false,0
according to wikipedia there are only five countries in the entire planet that are more unequal than the united states in the distribution of our wealth,true,1
in america more people die from prescription narcotic painkillers than from heroin and cocaine combined,half-true,1
the australia bushfires have nothing to do with climate change it was arson,false,0
david cicilline was the state representative who opposed tough mandatory sentences for those convicted of domestic violence and child abuse,true,1
here are some of the things that are more popular than congress hemorrhoids nickelback traffic jams cockroaches root canals colonoscopies herpes even herpes they couldnt beat herpes in the polls,mostly-true,1
when mitt romney was governor the fact is that the average income for a family in massachusetts went up by $5500,half-true,1
qanon violence there is none,false,0
weve dedicated more money from washington countys transportation budget to bike and ped projects under my watch than at any time in the history of washington county,mostly-true,1
says john cornyn dodged the draft during the vietnam war,pants-fire,0
cobb county businesses have already been awarded contracts worth $250 million on construction of a new braves stadium,mostly-true,1
less than two years ago we made a commitment to repay the us   taxpayers in full and today we made good on that promise,half-true,1
the group that organized texas muslim capitol day in austin was recently listed as one of 82 organizations designated as a terrorist group by the united arab emirates,half-true,1
california is growing a hell of a lot faster than texas,mostly-true,1
in rhode island nearly 9 percent of covered employees go out on short term disability every year with an average outage from work of almost 12 weeks each,half-true,1
says 30000 veterans in north carolina have no health insurance,mostly-true,1
wholly domestic communication between you and your wife can go to new york to london and back and get caught up in the nsa database,mostly-true,1
documents released from the soviet union show the soviet union started treating president ronald reagan more seriously after reagan fired the air traffic controllers,pants-fire,0
jurisdictions representing about 80 of wi residents have passed referendums or resolutions in favor of fair maps,true,1
the human rights campaign is more powerful than the nra,false,0
a private school tax break in the wisconsin state budget is the most generous in the nation,half-true,1
milwaukee has the secondhighest number of children recovered from sex trafficking,false,0
florida is the largest dogracing state in the country,true,1
says steph curry decided to split with nike because the company wouldnt allow him to write bible scriptures in his shoes,false,0
you cant read a speech by george washington    without hearing him reference god the almighty,false,0
californias covid19 death rate has remained one of the lowest per capita in the nation 134 deaths per 100000 compared to 158 nationally 153 in texas and 247 in new york,half-true,1
wisconsins dead last in midwest job growth ,true,1
says sen kay hagan has missed half of the senate armed services committees hearings in 2014,mostly-true,1
isis is infiltrating america and using syrians to do it,false,0
says he balanced the milwaukee county budget without raising taxes five years in a row ,half-true,1
here we have thanksgiving we have christmas we have the 4th of july every year in iran they celebrate death to america day,barely-true,0
says russia donated 0$ to donald trump russia donated 145000000$ to the clinton foundation,false,0
potus economists stimulus has cost $278000 per job,false,0
lincoln was fervently making plans to send all freed slaves to the jungles of central america once the civil war was over â¦ the only thing that kept this from happening was his assassination,false,0
unions did not create the eighthour work day and the 40hour work week henry ford did,barely-true,0
a photograph of a black couple pictures the sundance kid,false,0
says obama puts 15 unelected unaccountable bureaucrats in charge of medicare who are required to cut medicare  that will lead to denied care for current seniors,barely-true,0
not a single democrat opposed neil gorsuchs confirmation in 2006,true,1
regarding the risks of coronavirus transmission on an airplane its as safe as an environment as youre going to find,barely-true,0
says a 2007 immigration bill was opposed by the league of united latin american citizens the largest latino organization in america the southern poverty law center called its guestworker programs akin to slavery â¦ and you know who voted with me on that one joe barack obama,half-true,1
joe biden puts prolife groups on domestic extremist list calls prolife people violent,barely-true,0
the covid19 pandemic has caused four of the eight deadliest days in american history,half-true,1
say matt wand cut troutdale police created a slush fund for himself,pants-fire,0
says of disclosinghis $20000 speech about syria there was no hiding i released it,half-true,1
says he supported the 1994 crime bill because there is a ban on assault weapons in that bill,half-true,1
nafta signed by bill clinton has been a disaster for pennsylvania,barely-true,0
wisconsin pays criminal defense lawyers who represent the indigent $40 per hour the lowest in the country,mostly-true,1
andrew jackson was the last president who actually balanced the federal budget where we had no national debt,mostly-true,1
